date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:02:54	2504/2504	---M--	200	added ('OK')	text/xml	date:Mon,%2013%20Jan%202020%2016:02:53%20GMT	http://localhost:8080/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%3A8080%2Fwordpress%2F%3Fp%3D993&format=xml	C:/Users/sss/Desktop/hhh/wp/wordpress/indexacd6.php	(from http://localhost:8080/wordpress/)
00:02:54	783/783	---M--	200	added ('OK')	application/rss+xml	etag:%22e7e71435698cd95600a9a156da204f2a%22	http://localhost:8080/wordpress/?feed=rss2&p=993	C:/Users/sss/Desktop/hhh/wp/wordpress/indexc55f.html	(from http://localhost:8080/wordpress/?p=993)
00:02:54	2607/2607	---M--	200	added ('OK')	application/json	date:Mon,%2013%20Jan%202020%2016:02:54%20GMT	http://localhost:8080/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%3A8080%2Fwordpress%2F%3Fp%3D992	C:/Users/sss/Desktop/hhh/wp/wordpress/indexe3b1.json	(from http://localhost:8080/wordpress/)
00:02:54	856/856	---M--	200	added ('OK')	application/rss+xml	etag:%22e7e71435698cd95600a9a156da204f2a%22	http://localhost:8080/wordpress/?feed=rss2&p=992	C:/Users/sss/Desktop/hhh/wp/wordpress/index8ea6.html	(from http://localhost:8080/wordpress/?p=992)
00:02:54	2729/2729	---M--	200	added ('OK')	text/xml	date:Mon,%2013%20Jan%202020%2016:02:54%20GMT	http://localhost:8080/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%3A8080%2Fwordpress%2F%3Fp%3D992&format=xml	C:/Users/sss/Desktop/hhh/wp/wordpress/index7afb.php	(from http://localhost:8080/wordpress/)
00:02:57	37639/37639	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202020%2016:02:54%20GMT	http://localhost:8080/wordpress/?p=990	C:/Users/sss/Desktop/hhh/wp/wordpress/index4b26.html	(from http://localhost:8080/wordpress/?p=992)
00:02:59	36800/36800	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202020%2016:02:55%20GMT	http://localhost:8080/wordpress/?p=987	C:/Users/sss/Desktop/hhh/wp/wordpress/index3afd.html	(from http://localhost:8080/wordpress/?paged=2)
00:02:59	36948/36948	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202020%2016:02:55%20GMT	http://localhost:8080/wordpress/?p=989	C:/Users/sss/Desktop/hhh/wp/wordpress/index6dad.html	(from http://localhost:8080/wordpress/?paged=2)
00:02:59	37117/37117	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202020%2016:02:55%20GMT	http://localhost:8080/wordpress/?p=988	C:/Users/sss/Desktop/hhh/wp/wordpress/indexf4ce.html	(from http://localhost:8080/wordpress/?paged=2)
00:02:59	47558/47558	---M--	200	added ('OK')	text/css	etag:%22b9c6-588ef5dded840%22	http://localhost:8080/wordpress/wp-includes/css/dashicons.min.css?ver=5.3.2	C:/Users/sss/Desktop/hhh/wp/wordpress/wp-includes/css/dashicons.min9dff.css	(from http://localhost:8080/wordpress/)
00:03:01	5867/5867	---M--	200	added ('OK')	text/css	etag:%2216eb-5994b3b893d00%22	http://localhost:8080/wordpress/wp-includes/css/buttons.min.css?ver=5.3.2	C:/Users/sss/Desktop/hhh/wp/wordpress/wp-includes/css/buttons.min9dff.css	(from http://localhost:8080/wordpress/)
00:03:01	34791/34791	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202020%2016:02:58%20GMT	http://localhost:8080/wordpress/?p=986	C:/Users/sss/Desktop/hhh/wp/wordpress/index80ad.html	(from http://localhost:8080/wordpress/?paged=2)
00:03:02	24215/24215	---M--	200	added ('OK')	text/css	etag:%225e97-5994b3b893d00%22	http://localhost:8080/wordpress/wp-admin/css/forms.min.css?ver=5.3.2	C:/Users/sss/Desktop/hhh/wp/wordpress/wp-admin/css/forms.min9dff.css	(from http://localhost:8080/wordpress/)
